,id,code,label
49,50,"FileASTFuncDefDeclFuncDeclParamListDeclPtrDeclxintDeclPtrDeclyintswappervoidCompoundDecltempint*x=*x*y=*ytempEndFuncDefDeclFuncDeclParamListDeclArrayDeclarrintDeclsizeintbubbleintCompoundDecliintDecljintFor=i0<i-size1++iFor=j0<j--sizei1++jIf>ArrayRefarrjArrayRefarr+j1FuncCallswapperExprList&ArrayRefarrj&ArrayRefarr+j1EndFuncDefDeclFuncDeclParamListDeclArrayDeclarrintDeclsizeintprintervoidCompoundForDeclListDecliint0<isize++iFuncCallprintfExprList""%d ""ArrayRefarriFuncCallprintfExprList""\n""EndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclarrintInitList223124Declsizeint/sizeofarrsizeofArrayRefarr0FuncCallbubbleExprListarrsizeFuncCallprintfExprList""The array is = ""FuncCallprinterExprListarrsizeReturn0End",1
164,469,"FileASTFuncDefDeclFuncDeclParamListDeclaintDeclbintmaxintCompoundIf>abCompoundReturnaEndCompoundReturnbEndEndFuncDefDeclFuncDeclParamListDeclWintDeclArrayDeclwtintDeclArrayDeclvalintDeclnintknapsackintCompoundDecliintDeclwintDeclArrayDeclArrayDeclknapint+w1+n1For=i0<=in++iCompoundFor=w0<=ww++wCompoundIf||==i0==w0=ArrayRefArrayRefknapiw0If<=ArrayRefwt-i1w=ArrayRefArrayRefknapiwFuncCallmaxExprList+ArrayRefval-i1ArrayRefArrayRefknap-i1-wArrayRefwt-i1ArrayRefArrayRefknap-i1w=ArrayRefArrayRefknapiwArrayRefArrayRefknap-i1wEndEndReturnArrayRefArrayRefknapnwEndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclvalintInitList202540DeclArrayDeclwtintInitList252030DeclWint50Declnint/sizeofvalsizeofArrayRefval0FuncCallprintfExprList""The solution is : %d""FuncCallknapsackExprListwwtvalnReturn0End",6
75,118,"FileASTFuncDefDeclFuncDeclParamListDeclArrayDeclaintDeclstintDeclenintDeclArrayDeclcintDeclst2intDeclen2intDeclArrayDeclbintDeclst3intDeclen3intmergeunionvoidCompoundIf>stenCompoundDecliintFor=ist2<=ien2++iCompound=ArrayRefbst3ArrayRefci++st3EndReturnEndIf>st2en2CompoundDecliintFor=ist<=ien++iCompound=ArrayRefbst3ArrayRefai++st3EndReturnEndIf<=ArrayRefastArrayRefcst2Compound=ArrayRefbst3ArrayRefastFuncCallmergeunionExprLista+st1encst2en2b+st31en3EndCompound=ArrayRefbst3ArrayRefcst2FuncCallmergeunionExprListastenc+st21en2b+st31en3EndEndFuncDefDeclFuncDeclParamListDeclArrayDeclaintDeclstintDeclenintmergevoidCompoundDeclmidint/+sten2DecliintIf!=-enst0CompoundDeclArrayDeclbint+-enst1FuncCallmergeExprListastmidFuncCallmergeExprLista+mid1enFuncCallmergeunionExprListastmida+mid1enb0-enstFor=i0<=i-enst++iCompound=ArrayRefa+istArrayRefbiEndEndCompoundReturnEndReturnEndFuncDefDeclFuncDeclmainintCompoundDeclnintFuncCallscanfExprList""%d""&nDeclArrayDeclaintnDecliintFor=i0<in++iCompoundFuncCallscanfExprList""%d""&ArrayRefaiEndFuncCallmergeExprLista0-n1For=i0<in++iCompoundFuncCallprintfExprList""%d\n""ArrayRefaiEndReturn0End",2
143,410,"FileASTFuncDefDeclFuncDeclParamListDeclArrayDeclArrayDeclmintmaxmaxDeclvintDeclsourceintbfsvoidCompoundDeclArrayDeclqueueint20Declfrontint0Declrearint0DecluintDeclArrayDeclvisitedintmaxInitList0=ArrayRefqueuerearsource=ArrayRefvisitedsource1While<=frontrearCompound=uArrayRefqueuefrontFuncCallprintfExprList""%d\n""u+=front1ForDeclListDecliint0<iv++iCompoundIf&&==ArrayRefArrayRefmui1==ArrayRefvisitedi0Compound=ArrayRefvisitedi1+=rear1=ArrayRefqueuereariEndEndEndEndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclArrayDeclmintmaxmaxDeclvintDeclsourceintFuncCallprintfExprList""Enter no.of vertices\n""FuncCallscanfExprList""%d""&vFuncCallprintfExprList""Enter source\n""FuncCallscanfExprList""%d""&sourceFuncCallprintfExprList""Enter adjacency matrix\n""ForDeclListDecliint0<iv++iCompoundForDeclListDecljint0<jv++jCompoundFuncCallprintfExprList""m[%d][%d]=""ijFuncCallscanfExprList""%d""&ArrayRefArrayRefmijFuncCallprintfExprList""\n""EndEndFuncCallbfsExprListmvsourceEnd",5
56,67,"FileASTDeclFuncDeclParamListDeclArrayDeclAintDeclnintprintarrvoidDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintmergesortvoidDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclqintDeclrintmergevoidFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclarrintInitList2351117743361721Declnint9FuncCallprintarrExprListarrnFuncCallmergesortExprListarr0-n1FuncCallprintarrExprListarrnReturn0EndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclnintprintarrvoidCompoundForDeclListDecliint0<in++iCompoundFuncCallprintfExprList""%d ""ArrayRefaiEndFuncCallprintfExprList""\n""EndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintmergesortvoidCompoundIf<prCompoundDeclqint/+pr2FuncCallmergesortExprListapqFuncCallmergesortExprLista+q1rFuncCallmergeExprListapqrEndEndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclqintDeclrintmergevoidCompoundDecln1int+-qp1Decln2int-rqDeclPtrDeclLintCastTypenamePtrDeclTypeDeclintFuncCallmallocExprList*+n11sizeofTypenameTypeDeclintDeclPtrDeclRintCastTypenamePtrDeclTypeDeclintFuncCallmallocExprList*+n21sizeofTypenameTypeDeclintForDeclListDecliint0<in1++iCompound=ArrayRefliArrayRefa+piEndForDeclListDecljint0<jn2++jCompound=ArrayRefrjArrayRefa++qj1End=ArrayRefln1inf=ArrayRefrn2infDecliint0Decljint0ForDeclListDeclkintp<=kr++kCompoundIf<ArrayRefliArrayRefrjCompound=ArrayRefakArrayRefli++iEndCompound=ArrayRefakArrayRefrj++jEndEndFuncCallfreeExprListlFuncCallfreeExprListrEnd",2
50,51,"FileASTDeclArrayDeclnumsintInitList523-613100219FuncDefDeclFuncDeclParamListDeclArrayDeclaintDecllenintbubblesortvoidCompoundDeclswappedintDoWhileswappedCompound=swapped0ForDeclListDecliint1<=i-len1++iCompoundIf>ArrayRefa-i1ArrayRefaiCompoundDecltintArrayRefai=ArrayRefaiArrayRefa-i1=ArrayRefa-i1t=swapped1EndEndEndEndFuncDefDeclFuncDeclParamListTypenameTypeDeclvoidmainintCompoundDeclnumslenint/sizeofnumssizeofTypenameTypeDeclintForDeclListDecliint0<inumslen++iCompoundFuncCallprintfExprList""%d%c""ArrayRefnumsiTernaryOp==i-numslen1'\n'','EndFuncCallbubblesortExprListnumsnumslenForDeclListDecliint0<inumslen++iCompoundFuncCallprintfExprList""%d%c""ArrayRefnumsiTernaryOp==i-numslen1'\n'','EndReturn0End",1
162,463,"FileASTFuncDefDeclFuncDeclParamListDeclaintDeclbintmaxintCompoundIf>abCompoundReturnaEndCompoundReturnbEndEndFuncDefDeclFuncDeclParamListDeclWintDeclArrayDeclwtintDeclArrayDeclvalintDeclnintknapsackintCompoundDecliintDeclwintDeclArrayDeclArrayDeclknapint+w1+n1For=i0<=in++iCompoundFor=w0<=ww++wCompoundIf||==i0==w0=ArrayRefArrayRefknapiw0If<=ArrayRefwt-i1w=ArrayRefArrayRefknapiwFuncCallmaxExprList+ArrayRefval-i1ArrayRefArrayRefknap-i1-wArrayRefwt-i1ArrayRefArrayRefknap-i1w=ArrayRefArrayRefknapiwArrayRefArrayRefknap-i1wEndEndReturnArrayRefArrayRefknapnwEndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclvalintInitList202540DeclArrayDeclwtintInitList252030DeclWint50Declnint/sizeofvalsizeofArrayRefval0FuncCallprintfExprList""The solution is : %d""FuncCallknapsackExprListwwtvalnReturn0End",6
31,32,"FileASTDeclFuncDeclParamListDeclPtrDecldataintDeclPtrDeclarrayLengthintinputintDeclFuncDeclParamListDeclPtrDecldataintDeclPtrDeclarrayLengthintoutputvoidDeclFuncDeclParamListDeclPtrDecldataintDeclPtrDeclarrayLengthintbubbleSortvoidFuncDefDeclFuncDeclmainintCompoundDeclarrayLengthint10DeclArrayDecldataintnmaxIf==FuncCallinputExprListdata&arraylength1CompoundFuncCallbubblesortExprListdata&arraylengthFuncCalloutputExprListdata&arraylengthEndCompoundFuncCallprintfExprList""n/a""EndReturn0EndFuncDefDeclFuncDeclParamListDeclPtrDecldataintDeclPtrDeclarrayLengthintinputintCompoundDeclccharForDeclListDeclPtrDeclpArrayintdata<-parraydata*arraylength++parrayCompoundIf&&==FuncCallscanfExprList""%d%c""parray&c2||&&==c' '<-parraydata-*arraylength1==c'\n'CompoundEndCompoundReturn0EndEndReturn1EndFuncDefDeclFuncDeclParamListDeclPtrDecldataintDeclPtrDeclarrayLengthintoutputvoidCompoundForDeclListDeclPtrDeclpArrayintdata<-parraydata*arraylength++parrayCompoundFuncCallprintfExprList""%d""*parrayIf>+-dataparray*arraylength1CompoundFuncCallprintfExprList""%c""' 'EndEndEndFuncDefDeclFuncDeclParamListDeclPtrDecldataintDeclPtrDeclarrayLengthintbubbleSortvoidCompoundForDeclListDecliint0<i-*arraylength1++iCompoundForDeclListDecljint0<j--*arraylengthi1++jCompoundIf>ArrayRefdatajArrayRefdata+j1CompoundDecltmpintArrayRefdataj=ArrayRefdatajArrayRefdata+j1=ArrayRefdata+j1tmpEndEndEndEnd",1
67,95,"FileASTFuncDefDeclFuncDeclParamListDeclArrayDeclaintDeclstintDeclenintDeclArrayDeclcintDeclst2intDeclen2intDeclArrayDeclbintDeclst3intDeclen3intmergeunionvoidCompoundIf>stenCompoundDecliintFor=ist2<=ien2++iCompound=ArrayRefbst3ArrayRefci++st3EndReturnEndIf>st2en2CompoundDecliintFor=ist<=ien++iCompound=ArrayRefbst3ArrayRefai++st3EndReturnEndIf<=ArrayRefastArrayRefcst2Compound=ArrayRefbst3ArrayRefastFuncCallmergeunionExprLista+st1encst2en2b+st31en3EndCompound=ArrayRefbst3ArrayRefcst2FuncCallmergeunionExprListastenc+st21en2b+st31en3EndEndFuncDefDeclFuncDeclParamListDeclArrayDeclaintDeclstintDeclenintmergevoidCompoundDeclmidint/+sten2DecliintIf!=-enst0CompoundDeclArrayDeclbint+-enst1FuncCallmergeExprListastmidFuncCallmergeExprLista+mid1enFuncCallmergeunionExprListastmida+mid1enb0-enstFor=i0<=i-enst++iCompound=ArrayRefa+istArrayRefbiEndEndCompoundReturnEndReturnEndFuncDefDeclFuncDeclmainintCompoundDeclnintFuncCallscanfExprList""%d""&nDeclArrayDeclaintnDecliintFor=i0<in++iCompoundFuncCallscanfExprList""%d""&ArrayRefaiEndFuncCallmergeExprLista0-n1For=i0<in++iCompoundFuncCallprintfExprList""%d\n""ArrayRefaiEndReturn0End",2
35,36,"FileASTDeclArrayDeclnumsintInitList523-613100219FuncDefDeclFuncDeclParamListDeclArrayDeclaintDecllenintbubblesortvoidCompoundDeclswappedintDoWhileswappedCompound=swapped0ForDeclListDecliint1<=i-len1++iCompoundIf>ArrayRefa-i1ArrayRefaiCompoundDecltintArrayRefai=ArrayRefaiArrayRefa-i1=ArrayRefa-i1t=swapped1EndEndEndEndFuncDefDeclFuncDeclParamListTypenameTypeDeclvoidmainintCompoundDeclnumslenint/sizeofnumssizeofTypenameTypeDeclintForDeclListDecliint0<inumslen++iCompoundFuncCallprintfExprList""%d%c""ArrayRefnumsiTernaryOp==i-numslen1'\n'','EndFuncCallbubblesortExprListnumsnumslenForDeclListDecliint0<inumslen++iCompoundFuncCallprintfExprList""%d%c""ArrayRefnumsiTernaryOp==i-numslen1'\n'','EndReturn0End",1
109,249,"FileASTFuncDefDeclFuncDeclParamListDeclPtrDeclaintDeclPtrDeclbintswapvoidCompoundDecltempint*a=*a*b=*btempEndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintpartitionintCompoundDeclxintArrayRefarDecliint-p1ForDeclListDecljintp<=j-r1++jCompoundIf<=ArrayRefajxCompound++iFuncCallswapExprList&ArrayRefai&ArrayRefajEndEndFuncCallswapExprList&ArrayRefa+i1&ArrayRefarReturn+i1EndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintquicksortvoidCompoundIf<prCompoundDeclqintFuncCallpartitionExprListaprFuncCallquicksortExprListap-q1FuncCallquicksortExprLista+q1rEndEndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclnintprintarrvoidCompoundForDeclListDecliint0<in++iCompoundFuncCallprintfExprList""%d ""ArrayRefaiEndFuncCallprintfExprList""\n""EndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclarrintInitList2351117743361721Declnint9FuncCallprintarrExprListarrnFuncCallquicksortExprListarr0-n1FuncCallprintarrExprListarrnReturn0End",3
29,30,"FileASTFuncDefDeclFuncDeclParamListDeclPtrDeclxintDeclPtrDeclyintswappervoidCompoundDecltempint*x=*x*y=*ytempEndFuncDefDeclFuncDeclParamListDeclArrayDeclarrintDeclsizeintbubbleintCompoundDecliintDecljintFor=i0<i-size1++iFor=j0<j--sizei1++jIf>ArrayRefarrjArrayRefarr+j1FuncCallswapperExprList&ArrayRefarrj&ArrayRefarr+j1EndFuncDefDeclFuncDeclParamListDeclArrayDeclarrintDeclsizeintprintervoidCompoundForDeclListDecliint0<isize++iFuncCallprintfExprList""%d ""ArrayRefarriFuncCallprintfExprList""\n""EndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclarrintInitList223124Declsizeint/sizeofarrsizeofArrayRefarr0FuncCallbubbleExprListarrsizeFuncCallprintfExprList""The array is = ""FuncCallprinterExprListarrsizeReturn0End",1
121,297,"FileASTFuncDefDeclFuncDeclParamListDeclArrayDeclvetorintDeclpos_inicialintDeclpos_finalintswapvoidCompoundDeclauxintArrayRefvetorpos_final=ArrayRefvetorpos_finalArrayRefvetorpos_inicial=ArrayRefvetorpos_inicialauxEndFuncDefDeclFuncDeclParamListDeclArrayDeclvetorintDeclleftintDeclrightintpartitionintCompoundDeclpivotintArrayRefvetorleftDecliintleftForDeclListDecljint+left1<=jright++jCompoundIf<=ArrayRefvetorjpivotCompound+=i1FuncCallswapExprListvetorijEndEndFuncCallswapExprListvetorleftiReturniEndFuncDefDeclFuncDeclParamListDeclArrayDeclvetorintDeclleftintDeclrightintquicksortvoidCompoundIf<leftrightCompoundDeclindex_pivotintFuncCallpartitionExprListvetorleftrightFuncCallquicksortExprListvetorleft-index_pivot1FuncCallquicksortExprListvetor+index_pivot1rightEndEndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclvetorint10InitList91437750128110FuncCallquicksortExprListvetor010ForDeclListDecliint0<i10++iCompoundFuncCallprintfExprList""%d ""ArrayRefvetoriEndReturn0End",3
119,291,"FileASTFuncDefDeclFuncDeclParamListDeclPtrDeclaintDeclPtrDeclbintswapvoidCompoundDecltempint*a=*a*b=*btempEndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintpartitionintCompoundDeclxintArrayRefarDecliint-p1ForDeclListDecljintp<=j-r1++jCompoundIf<=ArrayRefajxCompound++iFuncCallswapExprList&ArrayRefai&ArrayRefajEndEndFuncCallswapExprList&ArrayRefa+i1&ArrayRefarReturn+i1EndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintquicksortvoidCompoundIf<prCompoundDeclqintFuncCallpartitionExprListaprFuncCallquicksortExprListap-q1FuncCallquicksortExprLista+q1rEndEndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclnintprintarrvoidCompoundForDeclListDecliint0<in++iCompoundFuncCallprintfExprList""%d ""ArrayRefaiEndFuncCallprintfExprList""\n""EndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclarrintInitList2351117743361721Declnint9FuncCallprintarrExprListarrnFuncCallquicksortExprListarr0-n1FuncCallprintarrExprListarrnReturn0End",3
105,229,"FileASTFuncDefDeclFuncDeclParamListDeclPtrDeclmintDeclPtrDeclnintswapvoidCompoundDecltempint*m=*m*n=*ntempEndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintpartitionintCompoundDeclxintDecliint=xArrayRefar=i-p1ForDeclListDecljintp<=j-r1++jCompoundIf<=ArrayRefajxCompound++iFuncCallswapExprList&ArrayRefai&ArrayRefajEndEndFuncCallswapExprList&ArrayRefa+i1&ArrayRefarReturn+i1EndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintquicksortvoidCompoundIf<prCompoundDeclqintFuncCallpartitionExprListaprFuncCallquicksortExprListap-q1FuncCallquicksortExprLista+q1rEndEndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclnintprintarrvoidCompoundForDeclListDecliint0<in++iCompoundFuncCallprintfExprList""%d ""ArrayRefaiEndFuncCallprintfExprList""\n""EndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclarrintInitList2351117743361721Declnint9FuncCallprintarrExprListarrnFuncCallquicksortExprListarr0-n1FuncCallprintarrExprListarrnReturn0End",3
115,271,"FileASTFuncDefDeclFuncDeclParamListDeclPtrDeclmintDeclPtrDeclnintswapvoidCompoundDecltempint*m=*m*n=*ntempEndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintpartitionintCompoundDeclxintDecliint=xArrayRefar=i-p1ForDeclListDecljintp<=j-r1++jCompoundIf<=ArrayRefajxCompound++iFuncCallswapExprList&ArrayRefai&ArrayRefajEndEndFuncCallswapExprList&ArrayRefa+i1&ArrayRefarReturn+i1EndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintquicksortvoidCompoundIf<prCompoundDeclqintFuncCallpartitionExprListaprFuncCallquicksortExprListap-q1FuncCallquicksortExprLista+q1rEndEndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclnintprintarrvoidCompoundForDeclListDecliint0<in++iCompoundFuncCallprintfExprList""%d ""ArrayRefaiEndFuncCallprintfExprList""\n""EndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclarrintInitList2351117743361721Declnint9FuncCallprintarrExprListarrnFuncCallquicksortExprListarr0-n1FuncCallprintarrExprListarrnReturn0End",3
163,466,"FileASTFuncDefDeclFuncDeclParamListDeclaintDeclbintmaxintCompoundIf>abCompoundReturnaEndCompoundReturnbEndEndFuncDefDeclFuncDeclParamListDeclWintDeclArrayDeclwtintDeclArrayDeclvalintDeclnintknapsackintCompoundDecliintDeclwintDeclArrayDeclArrayDeclknapint+w1+n1For=i0<=in++iCompoundFor=w0<=ww++wCompoundIf||==i0==w0=ArrayRefArrayRefknapiw0If<=ArrayRefwt-i1w=ArrayRefArrayRefknapiwFuncCallmaxExprList+ArrayRefval-i1ArrayRefArrayRefknap-i1-wArrayRefwt-i1ArrayRefArrayRefknap-i1w=ArrayRefArrayRefknapiwArrayRefArrayRefknap-i1wEndEndReturnArrayRefArrayRefknapnwEndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclvalintInitList202540DeclArrayDeclwtintInitList252030DeclWint50Declnint/sizeofvalsizeofArrayRefval0FuncCallprintfExprList""The solution is : %d""FuncCallknapsackExprListwwtvalnReturn0End",6
98,198,"FileASTFuncDefDeclFuncDeclParamListDeclPtrDeclaintDeclPtrDeclbintswapvoidCompoundDecltempint*a=*a*b=*btempEndFuncDefDeclFuncDeclParamListDeclArrayDeclarrintDecllowintDeclhighintpartitionintCompoundDeclpivotintArrayRefarrhighDecliint-low1ForDeclListDecljintlow<=j-high1++jCompoundIf<=ArrayRefarrjpivotCompound++iFuncCallswapExprList&ArrayRefarri&ArrayRefarrjEndEndFuncCallswapExprList&ArrayRefarr+i1&ArrayRefarrhighReturn+i1EndFuncDefDeclFuncDeclParamListDeclArrayDeclarrintDecllowintDeclhighintquickSortvoidCompoundIf<lowhighCompoundDeclpiintFuncCallpartitionExprListarrlowhighFuncCallquicksortExprListarrlow-pi1FuncCallquicksortExprListarr+pi1highEndEndFuncDefDeclFuncDeclmainintCompoundDeclnintDecliintFuncCallprintfExprList""Number of Elements: ""FuncCallscanfExprList""%d""&nDeclArrayDeclarrintnFuncCallprintfExprList""Enter the elements of the Array:\n""For=i0<in++iFuncCallscanfExprList""%d""&ArrayRefarriFuncCallquicksortExprListarr0-n1FuncCallprintfExprList""Sorted Array:\n""For=i0<in++iFuncCallprintfExprList""%d ""ArrayRefarriFuncCallprintfExprList""\n""Return0End",3
155,442,"FileASTDeclFuncDeclParamListTypenameTypeDeclintTypenameTypeDeclintmaxintDeclmintDecliintDecljintDeclnintDeclArrayDeclpint10DeclArrayDeclwint10DeclArrayDeclArrayDeclvint1010DeclArrayDeclxint10Declop_solnintDeclFuncDeclknapsackintFuncDefDeclFuncDeclmainvoidCompoundFuncCallprintfExprList""ENTER THE NUMBER OF OBJECTS\n""FuncCallscanfExprList""%d""&nFuncCallprintfExprList""Enter the weights of %d objects\n""nFor=i1<=in++iCompoundFuncCallscanfExprList""%d""&ArrayRefwiEndFuncCallprintfExprList""Enter the profit of %d objects\n""nFor=i1<=in++iCompoundFuncCallscanfExprList""%d""&ArrayRefpiEndFuncCallprintfExprList""Enter the capacity of knapsack\n""FuncCallscanfExprList""%d""&m=op_solnFuncCallknapsackExprListnwmvpFuncCallprintfExprList""The output is\n""For=i0<=in++iCompoundFor=j0<=jm++jCompoundFuncCallprintfExprList""%d\t""ArrayRefArrayRefvijEndFuncCallprintfExprList""\n""EndFuncCallprintfExprList""Optimal solution=%d\n""op_solnFuncCallobjected_selectedEndFuncDefDeclFuncDeclParamListDeclaintDeclbintmaxintCompoundReturnTernaryOp>ababEndFuncDefDeclFuncDeclknapsackintCompoundDecliintDecljintFor=i0<=in++iCompoundFor=j0<=jm++jCompoundIf||==i0==j0=ArrayRefArrayRefvij0If>ArrayRefwij=ArrayRefArrayRefvijArrayRefArrayRefv-i1j=ArrayRefArrayRefvijFuncCallmaxExprListArrayRefArrayRefv-i1j+ArrayRefArrayRefv-i1-jArrayRefwiArrayRefpiEndEndReturnArrayRefArrayRefv-i1-j1EndFuncDefDeclFuncDeclobjected_selectedintCompound=in=jmWhile&&!=i0!=j0CompoundIf!=ArrayRefArrayRefvijArrayRefArrayRefv-i1jCompound=ArrayRefxi1=j-jArrayRefwiEnd--iEndFuncCallprintfExprList""Objects selected are : \n""For=i1<=in++iCompoundIf==ArrayRefxi1FuncCallprintfExprList""%d\n""iEndEnd",6
66,94,"FileASTFuncDefDeclFuncDeclParamListDeclArrayDeclaintDeclstintDeclenintDeclArrayDeclcintDeclst2intDeclen2intDeclArrayDeclbintDeclst3intDeclen3intmergeunionvoidCompoundIf>stenCompoundDecliintFor=ist2<=ien2++iCompound=ArrayRefbst3ArrayRefci++st3EndReturnEndIf>st2en2CompoundDecliintFor=ist<=ien++iCompound=ArrayRefbst3ArrayRefai++st3EndReturnEndIf<=ArrayRefastArrayRefcst2Compound=ArrayRefbst3ArrayRefastFuncCallmergeunionExprLista+st1encst2en2b+st31en3EndCompound=ArrayRefbst3ArrayRefcst2FuncCallmergeunionExprListastenc+st21en2b+st31en3EndEndFuncDefDeclFuncDeclParamListDeclArrayDeclaintDeclstintDeclenintmergevoidCompoundDeclmidint/+sten2DecliintIf!=-enst0CompoundDeclArrayDeclbint+-enst1FuncCallmergeExprListastmidFuncCallmergeExprLista+mid1enFuncCallmergeunionExprListastmida+mid1enb0-enstFor=i0<=i-enst++iCompound=ArrayRefa+istArrayRefbiEndEndCompoundReturnEndReturnEndFuncDefDeclFuncDeclmainintCompoundDeclnintFuncCallscanfExprList""%d""&nDeclArrayDeclaintnDecliintFor=i0<in++iCompoundFuncCallscanfExprList""%d""&ArrayRefaiEndFuncCallmergeExprLista0-n1For=i0<in++iCompoundFuncCallprintfExprList""%d\n""ArrayRefaiEndReturn0End",2
15,16,"FileASTDeclArrayDeclnumsintInitList523-613100219FuncDefDeclFuncDeclParamListDeclArrayDeclaintDecllenintbubblesortvoidCompoundDeclswappedintDoWhileswappedCompound=swapped0ForDeclListDecliint1<=i-len1++iCompoundIf>ArrayRefa-i1ArrayRefaiCompoundDecltintArrayRefai=ArrayRefaiArrayRefa-i1=ArrayRefa-i1t=swapped1EndEndEndEndFuncDefDeclFuncDeclParamListTypenameTypeDeclvoidmainintCompoundDeclnumslenint/sizeofnumssizeofTypenameTypeDeclintForDeclListDecliint0<inumslen++iCompoundFuncCallprintfExprList""%d%c""ArrayRefnumsiTernaryOp==i-numslen1'\n'','EndFuncCallbubblesortExprListnumsnumslenForDeclListDecliint0<inumslen++iCompoundFuncCallprintfExprList""%d%c""ArrayRefnumsiTernaryOp==i-numslen1'\n'','EndReturn0End",1
59,75,"FileASTDeclFuncDeclParamListDeclArrayDeclAintDeclnintprintarrvoidDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintmergesortvoidDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclqintDeclrintmergevoidFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclarrintInitList2351117743361721Declnint9FuncCallprintarrExprListarrnFuncCallmergesortExprListarr0-n1FuncCallprintarrExprListarrnReturn0EndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclnintprintarrvoidCompoundForDeclListDecliint0<in++iCompoundFuncCallprintfExprList""%d ""ArrayRefaiEndFuncCallprintfExprList""\n""EndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintmergesortvoidCompoundIf<prCompoundDeclqint/+pr2FuncCallmergesortExprListapqFuncCallmergesortExprLista+q1rFuncCallmergeExprListapqrEndEndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclqintDeclrintmergevoidCompoundDecln1int+-qp1Decln2int-rqDeclPtrDeclLintCastTypenamePtrDeclTypeDeclintFuncCallmallocExprList*+n11sizeofTypenameTypeDeclintDeclPtrDeclRintCastTypenamePtrDeclTypeDeclintFuncCallmallocExprList*+n21sizeofTypenameTypeDeclintForDeclListDecliint0<in1++iCompound=ArrayRefliArrayRefa+piEndForDeclListDecljint0<jn2++jCompound=ArrayRefrjArrayRefa++qj1End=ArrayRefln1inf=ArrayRefrn2infDecliint0Decljint0ForDeclListDeclkintp<=kr++kCompoundIf<ArrayRefliArrayRefrjCompound=ArrayRefakArrayRefli++iEndCompound=ArrayRefakArrayRefrj++jEndEndFuncCallfreeExprListlFuncCallfreeExprListrEnd",2
95,187,"FileASTFuncDefDeclFuncDeclParamListDeclPtrDeclmintDeclPtrDeclnintswapvoidCompoundDecltempint*m=*m*n=*ntempEndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintpartitionintCompoundDeclxintDecliint=xArrayRefar=i-p1ForDeclListDecljintp<=j-r1++jCompoundIf<=ArrayRefajxCompound++iFuncCallswapExprList&ArrayRefai&ArrayRefajEndEndFuncCallswapExprList&ArrayRefa+i1&ArrayRefarReturn+i1EndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclpintDeclrintquicksortvoidCompoundIf<prCompoundDeclqintFuncCallpartitionExprListaprFuncCallquicksortExprListap-q1FuncCallquicksortExprLista+q1rEndEndFuncDefDeclFuncDeclParamListDeclArrayDeclAintDeclnintprintarrvoidCompoundForDeclListDecliint0<in++iCompoundFuncCallprintfExprList""%d ""ArrayRefaiEndFuncCallprintfExprList""\n""EndFuncDefDeclFuncDeclmainintCompoundDeclArrayDeclarrintInitList2351117743361721Declnint9FuncCallprintarrExprListarrnFuncCallquicksortExprListarr0-n1FuncCallprintarrExprListarrnReturn0End",3
